file_paths,labels
../data/raw/Indian/G\151.jpg,G
../data/raw/Indian/V\1072.jpg,V
../data/raw/Indian/O\1149.jpg,O
../data/raw/Indian/Q\709.jpg,Q
../data/raw/Indian/5\797.jpg,5
../data/raw/Indian/W\495.jpg,W
../data/raw/Indian/7\773.jpg,7
../data/raw/Indian/2\660.jpg,2
../data/raw/Indian/E\59.jpg,E
../data/raw/Indian/B\528.jpg,B
../data/raw/Indian/D\860.jpg,D
../data/raw/Indian/6\42.jpg,6
../data/raw/Indian/5\817.jpg,5
../data/raw/Indian/Z\488.jpg,Z
../data/raw/Indian/L\864.jpg,L
../data/raw/Indian/O\663.jpg,O
../data/raw/Indian/Y\898.jpg,Y
../data/raw/Indian/8\1116.jpg,8
../data/raw/Indian/X\150.jpg,X
../data/raw/Indian/6\86.jpg,6
../data/raw/Indian/X\493.jpg,X
../data/raw/Indian/J\1106.jpg,J
../data/raw/Indian/S\749.jpg,S
../data/raw/Indian/9\66.jpg,9
../data/raw/Indian/Q\920.jpg,Q
../data/raw/Indian/B\115.jpg,B
../data/raw/Indian/I\549.jpg,I
../data/raw/Indian/G\459.jpg,G
../data/raw/Indian/D\818.jpg,D
../data/raw/Indian/O\795.jpg,O
../data/raw/Indian/8\341.jpg,8
../data/raw/Indian/C\640.jpg,C
../data/raw/Indian/X\625.jpg,X
../data/raw/Indian/I\070.jpg,I
../data/raw/Indian/R\171.jpg,R
../data/raw/Indian/Z\10.jpg,Z
../data/raw/Indian/7\45.jpg,7
../data/raw/Indian/X\206.jpg,X
../data/raw/Indian/I\297.jpg,I
../data/raw/Indian/Z\606.jpg,Z
../data/raw/Indian/3\387.jpg,3
../data/raw/Indian/Q\985.jpg,Q
../data/raw/Indian/9\528.jpg,9
../data/raw/Indian/L\1197.jpg,L
../data/raw/Indian/S\1176.jpg,S
../data/raw/Indian/Y\495.jpg,Y
../data/raw/Indian/I\153.jpg,I
../data/raw/Indian/K\460.jpg,K
../data/raw/Indian/Z\268.jpg,Z
../data/raw/Indian/4\318.jpg,4
../data/raw/Indian/4\774.jpg,4
../data/raw/Indian/U\952.jpg,U
../data/raw/Indian/1\130.jpg,1
../data/raw/Indian/Y\1043.jpg,Y
../data/raw/Indian/U\309.jpg,U
../data/raw/Indian/9\512.jpg,9
../data/raw/Indian/G\1027.jpg,G
../data/raw/Indian/8\760.jpg,8
../data/raw/Indian/L\1080.jpg,L
../data/raw/Indian/W\103.jpg,W
../data/raw/Indian/X\1056.jpg,X
../data/raw/Indian/N\253.jpg,N
../data/raw/Indian/2\713.jpg,2
../data/raw/Indian/F\762.jpg,F
../data/raw/Indian/C\138 copy.jpg,C
../data/raw/Indian/Z\279.jpg,Z
../data/raw/Indian/4\653.jpg,4
../data/raw/Indian/U\1086.jpg,U
../data/raw/Indian/W\21.jpg,W
../data/raw/Indian/V\759.jpg,V
../data/raw/Indian/3\73.jpg,3
../data/raw/Indian/2\830.jpg,2
../data/raw/Indian/S\903.jpg,S
../data/raw/Indian/I\599.jpg,I
../data/raw/Indian/X\934.jpg,X
../data/raw/Indian/8\515.jpg,8
../data/raw/Indian/R\365.jpg,R
../data/raw/Indian/9\471.jpg,9
../data/raw/Indian/B\10.jpg,B
../data/raw/Indian/2\642.jpg,2
../data/raw/Indian/F\558.jpg,F
../data/raw/Indian/1\148.jpg,1
../data/raw/Indian/M\94.jpg,M
../data/raw/Indian/P\714.jpg,P
../data/raw/Indian/N\761.jpg,N
../data/raw/Indian/1\534.jpg,1
../data/raw/Indian/C\38.jpg,C
../data/raw/Indian/J\1093.jpg,J
../data/raw/Indian/J\943.jpg,J
../data/raw/Indian/R\308.jpg,R
../data/raw/Indian/N\339.jpg,N
../data/raw/Indian/D\1121.jpg,D
../data/raw/Indian/O\550.jpg,O
../data/raw/Indian/Z\1133.jpg,Z
../data/raw/Indian/A\78.jpg,A
../data/raw/Indian/C\788.jpg,C
../data/raw/Indian/1\536.jpg,1
../data/raw/Indian/Z\1075.jpg,Z
../data/raw/Indian/D\169.jpg,D
../data/raw/Indian/C\243 copy.jpg,C
../data/raw/Indian/G\999.jpg,G
../data/raw/Indian/B\101.jpg,B
../data/raw/Indian/J\155.jpg,J
../data/raw/Indian/9\501.jpg,9
../data/raw/Indian/Q\538.jpg,Q
../data/raw/Indian/7\1137.jpg,7
../data/raw/Indian/Y\468.jpg,Y
../data/raw/Indian/7\700.jpg,7
../data/raw/Indian/3\787.jpg,3
../data/raw/Indian/N\970.jpg,N
../data/raw/Indian/M\709.jpg,M
../data/raw/Indian/Y\929.jpg,Y
../data/raw/Indian/J\43.jpg,J
../data/raw/Indian/B\617.jpg,B
../data/raw/Indian/5\474.jpg,5
../data/raw/Indian/6\69.jpg,6
../data/raw/Indian/L\255.jpg,L
../data/raw/Indian/G\472.jpg,G
../data/raw/Indian/K\605.jpg,K
../data/raw/Indian/Y\682.jpg,Y
../data/raw/Indian/X\379.jpg,X
../data/raw/Indian/5\800.jpg,5
../data/raw/Indian/9\751.jpg,9
../data/raw/Indian/M\87.jpg,M
../data/raw/Indian/4\844.jpg,4
../data/raw/Indian/Z\868.jpg,Z
../data/raw/Indian/N\497.jpg,N
../data/raw/Indian/Q\408.jpg,Q
../data/raw/Indian/S\864.jpg,S
../data/raw/Indian/5\150.jpg,5
../data/raw/Indian/6\1195.jpg,6
../data/raw/Indian/T\1148.jpg,T
../data/raw/Indian/J\720.jpg,J
../data/raw/Indian/J\1131.jpg,J
../data/raw/Indian/V\586.jpg,V
../data/raw/Indian/G\917.jpg,G
../data/raw/Indian/Z\557.jpg,Z
../data/raw/Indian/F\231.jpg,F
../data/raw/Indian/B\72.jpg,B
../data/raw/Indian/A\581.jpg,A
../data/raw/Indian/A\902.jpg,A
../data/raw/Indian/W\863.jpg,W
../data/raw/Indian/L\1024.jpg,L
../data/raw/Indian/X\1025.jpg,X
../data/raw/Indian/Z\131.jpg,Z
../data/raw/Indian/Q\33.jpg,Q
../data/raw/Indian/Y\1047.jpg,Y
../data/raw/Indian/F\465.jpg,F
../data/raw/Indian/R\38.jpg,R
../data/raw/Indian/9\254.jpg,9
../data/raw/Indian/Q\712.jpg,Q
../data/raw/Indian/E\360.jpg,E
../data/raw/Indian/3\953.jpg,3
../data/raw/Indian/U\259.jpg,U
../data/raw/Indian/1\756.jpg,1
../data/raw/Indian/T\87.jpg,T
../data/raw/Indian/5\243.jpg,5
../data/raw/Indian/Y\596.jpg,Y
../data/raw/Indian/K\1050.jpg,K
../data/raw/Indian/H\1165.jpg,H
../data/raw/Indian/I\184.jpg,I
../data/raw/Indian/J\782.jpg,J
../data/raw/Indian/U\480.jpg,U
../data/raw/Indian/E\1091.jpg,E
../data/raw/Indian/2\259.jpg,2
../data/raw/Indian/Y\1168.jpg,Y
../data/raw/Indian/L\989.jpg,L
../data/raw/Indian/E\943.jpg,E
../data/raw/Indian/K\310.jpg,K
../data/raw/Indian/T\675.jpg,T
../data/raw/Indian/Q\283.jpg,Q
../data/raw/Indian/O\1140.jpg,O
../data/raw/Indian/Y\783.jpg,Y
../data/raw/Indian/I\327.jpg,I
../data/raw/Indian/M\609.jpg,M
../data/raw/Indian/E\501.jpg,E
../data/raw/Indian/R\603.jpg,R
../data/raw/Indian/G\951.jpg,G
../data/raw/Indian/Z\46.jpg,Z
../data/raw/Indian/H\915.jpg,H
../data/raw/Indian/D\1021.jpg,D
../data/raw/Indian/F\772.jpg,F
../data/raw/Indian/M\937.jpg,M
../data/raw/Indian/R\1094.jpg,R
../data/raw/Indian/Y\470.jpg,Y
../data/raw/Indian/V\874.jpg,V
../data/raw/Indian/8\332.jpg,8
../data/raw/Indian/G\392.jpg,G
../data/raw/Indian/8\998.jpg,8
../data/raw/Indian/R\167.jpg,R
../data/raw/Indian/A\982.jpg,A
../data/raw/Indian/O\088.jpg,O
../data/raw/Indian/V\459.jpg,V
../data/raw/Indian/N\137.jpg,N
../data/raw/Indian/A\534.jpg,A
../data/raw/Indian/6\913.jpg,6
../data/raw/Indian/U\862.jpg,U
../data/raw/Indian/G\1014.jpg,G
../data/raw/Indian/F\110.jpg,F
../data/raw/Indian/5\222.jpg,5
../data/raw/Indian/6\157.jpg,6
../data/raw/Indian/D\922.jpg,D
../data/raw/Indian/J\373.jpg,J
../data/raw/Indian/U\348.jpg,U
../data/raw/Indian/L\646.jpg,L
../data/raw/Indian/1\366.jpg,1
../data/raw/Indian/M\50.jpg,M
../data/raw/Indian/H\892.jpg,H
../data/raw/Indian/5\249.jpg,5
../data/raw/Indian/1\932.jpg,1
../data/raw/Indian/Q\13.jpg,Q
../data/raw/Indian/N\424.jpg,N
../data/raw/Indian/L\950.jpg,L
../data/raw/Indian/6\1042.jpg,6
../data/raw/Indian/L\102.jpg,L
../data/raw/Indian/X\353.jpg,X
../data/raw/Indian/B\569.jpg,B
../data/raw/Indian/W\813.jpg,W
../data/raw/Indian/H\494.jpg,H
../data/raw/Indian/T\905.jpg,T
../data/raw/Indian/A\144.jpg,A
../data/raw/Indian/4\206.jpg,4
../data/raw/Indian/4\1170.jpg,4
../data/raw/Indian/8\296.jpg,8
../data/raw/Indian/9\319.jpg,9
../data/raw/Indian/D\192.jpg,D
../data/raw/Indian/6\797.jpg,6
../data/raw/Indian/8\682.jpg,8
../data/raw/Indian/Z\42.jpg,Z
../data/raw/Indian/6\720.jpg,6
../data/raw/Indian/M\468.jpg,M
../data/raw/Indian/A\781.jpg,A
../data/raw/Indian/E\968.jpg,E
../data/raw/Indian/4\1195.jpg,4
../data/raw/Indian/C\798.jpg,C
../data/raw/Indian/G\806.jpg,G
../data/raw/Indian/V\1000.jpg,V
../data/raw/Indian/O\124 copy.jpg,O
../data/raw/Indian/R\276.jpg,R
../data/raw/Indian/3\870.jpg,3
../data/raw/Indian/B\263.jpg,B
../data/raw/Indian/Y\229.jpg,Y
../data/raw/Indian/1\949.jpg,1
../data/raw/Indian/T\523.jpg,T
../data/raw/Indian/W\212.jpg,W
../data/raw/Indian/X\516.jpg,X
../data/raw/Indian/L\1065.jpg,L
../data/raw/Indian/X\600.jpg,X
../data/raw/Indian/I\1092.jpg,I
../data/raw/Indian/L\658.jpg,L
../data/raw/Indian/X\10.jpg,X
../data/raw/Indian/3\300.jpg,3
../data/raw/Indian/1\749.jpg,1
../data/raw/Indian/A\1057.jpg,A
../data/raw/Indian/J\183.jpg,J
../data/raw/Indian/F\831.jpg,F
../data/raw/Indian/J\1096.jpg,J
../data/raw/Indian/D\947.jpg,D
../data/raw/Indian/O\707.jpg,O
../data/raw/Indian/T\464.jpg,T
../data/raw/Indian/2\1110.jpg,2
../data/raw/Indian/X\427.jpg,X
../data/raw/Indian/B\770.jpg,B
../data/raw/Indian/N\1065.jpg,N
../data/raw/Indian/R\464.jpg,R
../data/raw/Indian/X\392.jpg,X
../data/raw/Indian/L\399.jpg,L
../data/raw/Indian/K\598.jpg,K
../data/raw/Indian/B\353.jpg,B
../data/raw/Indian/9\795.jpg,9
../data/raw/Indian/C\431.jpg,C
../data/raw/Indian/G\1096.jpg,G
../data/raw/Indian/Y\496.jpg,Y
../data/raw/Indian/O\116 copy.jpg,O
../data/raw/Indian/E\1136.jpg,E
../data/raw/Indian/8\95.jpg,8
../data/raw/Indian/V\1009.jpg,V
../data/raw/Indian/J\528.jpg,J
../data/raw/Indian/9\549.jpg,9
../data/raw/Indian/I\439.jpg,I
../data/raw/Indian/R\637.jpg,R
../data/raw/Indian/2\742.jpg,2
../data/raw/Indian/D\1082.jpg,D
../data/raw/Indian/4\791.jpg,4
../data/raw/Indian/M\157.jpg,M
../data/raw/Indian/2\184.jpg,2
../data/raw/Indian/3\245.jpg,3
../data/raw/Indian/J\875.jpg,J
../data/raw/Indian/A\632.jpg,A
../data/raw/Indian/S\73.jpg,S
../data/raw/Indian/W\1167.jpg,W
../data/raw/Indian/I\1071.jpg,I
../data/raw/Indian/V\53.jpg,V
../data/raw/Indian/1\837.jpg,1
../data/raw/Indian/U\767.jpg,U
../data/raw/Indian/O\382.jpg,O
../data/raw/Indian/C\1130.jpg,C
../data/raw/Indian/1\682.jpg,1
../data/raw/Indian/8\191.jpg,8
../data/raw/Indian/K\166.jpg,K
../data/raw/Indian/U\1072.jpg,U
../data/raw/Indian/9\30.jpg,9
../data/raw/Indian/N\459.jpg,N
../data/raw/Indian/4\148.jpg,4
../data/raw/Indian/G\573.jpg,G
../data/raw/Indian/6\1117.jpg,6
../data/raw/Indian/G\109.jpg,G
../data/raw/Indian/6\112.jpg,6
../data/raw/Indian/F\911.jpg,F
../data/raw/Indian/Z\887.jpg,Z
../data/raw/Indian/C\414.jpg,C
../data/raw/Indian/O\327.jpg,O
../data/raw/Indian/S\259.jpg,S
../data/raw/Indian/R\544.jpg,R
../data/raw/Indian/9\377.jpg,9
../data/raw/Indian/9\884.jpg,9
../data/raw/Indian/N\895.jpg,N
../data/raw/Indian/G\619.jpg,G
../data/raw/Indian/Y\560.jpg,Y
../data/raw/Indian/6\753.jpg,6
../data/raw/Indian/K\1104.jpg,K
../data/raw/Indian/W\985.jpg,W
../data/raw/Indian/B\520.jpg,B
../data/raw/Indian/N\371.jpg,N
../data/raw/Indian/9\80.jpg,9
../data/raw/Indian/8\183.jpg,8
../data/raw/Indian/W\1174.jpg,W
../data/raw/Indian/P\586.jpg,P
../data/raw/Indian/F\482.jpg,F
../data/raw/Indian/5\471.jpg,5
../data/raw/Indian/R\648.jpg,R
../data/raw/Indian/9\256.jpg,9
../data/raw/Indian/K\565.jpg,K
../data/raw/Indian/H\533.jpg,H
../data/raw/Indian/C\872.jpg,C
../data/raw/Indian/8\874.jpg,8
../data/raw/Indian/W\730.jpg,W
../data/raw/Indian/C\840.jpg,C
../data/raw/Indian/Z\902.jpg,Z
../data/raw/Indian/S\354.jpg,S
../data/raw/Indian/G\535.jpg,G
../data/raw/Indian/8\134.jpg,8
../data/raw/Indian/C\729.jpg,C
../data/raw/Indian/T\692.jpg,T
../data/raw/Indian/C\141.jpg,C
../data/raw/Indian/T\1068.jpg,T
../data/raw/Indian/M\115.jpg,M
../data/raw/Indian/6\650.jpg,6
../data/raw/Indian/Q\1005.jpg,Q
../data/raw/Indian/7\1184.jpg,7
../data/raw/Indian/X\252.jpg,X
../data/raw/Indian/T\618.jpg,T
../data/raw/Indian/Z\1126.jpg,Z
../data/raw/Indian/Z\189.jpg,Z
../data/raw/Indian/W\799.jpg,W
../data/raw/Indian/V\1116.jpg,V
../data/raw/Indian/P\958.jpg,P
../data/raw/Indian/K\698.jpg,K
../data/raw/Indian/4\372.jpg,4
../data/raw/Indian/H\505.jpg,H
../data/raw/Indian/D\443.jpg,D
../data/raw/Indian/R\216.jpg,R
../data/raw/Indian/4\427.jpg,4
../data/raw/Indian/K\1105.jpg,K
../data/raw/Indian/E\609.jpg,E
../data/raw/Indian/R\191.jpg,R
../data/raw/Indian/G\407.jpg,G
../data/raw/Indian/W\227.jpg,W
../data/raw/Indian/X\130.jpg,X
../data/raw/Indian/I\640.jpg,I
../data/raw/Indian/A\1175.jpg,A
../data/raw/Indian/5\959.jpg,5
../data/raw/Indian/L\826.jpg,L
../data/raw/Indian/U\1113.jpg,U
../data/raw/Indian/N\738.jpg,N
../data/raw/Indian/W\373.jpg,W
../data/raw/Indian/Y\145.jpg,Y
../data/raw/Indian/3\227.jpg,3
../data/raw/Indian/1\958.jpg,1
../data/raw/Indian/Y\416.jpg,Y
../data/raw/Indian/Q\805.jpg,Q
../data/raw/Indian/1\725.jpg,1
../data/raw/Indian/3\1092.jpg,3
../data/raw/Indian/S\642.jpg,S
../data/raw/Indian/6\564.jpg,6
../data/raw/Indian/D\796.jpg,D
../data/raw/Indian/Q\263.jpg,Q
../data/raw/Indian/K\993.jpg,K
../data/raw/Indian/H\628.jpg,H
../data/raw/Indian/X\265.jpg,X
../data/raw/Indian/F\827.jpg,F
../data/raw/Indian/I\340.jpg,I
../data/raw/Indian/K\1002.jpg,K
../data/raw/Indian/R\256.jpg,R
../data/raw/Indian/5\1006.jpg,5
../data/raw/Indian/H\297.jpg,H
../data/raw/Indian/2\235.jpg,2
../data/raw/Indian/F\466.jpg,F
../data/raw/Indian/T\898.jpg,T
../data/raw/Indian/I\1042.jpg,I
../data/raw/Indian/P\41.jpg,P
../data/raw/Indian/T\508.jpg,T
../data/raw/Indian/W\328.jpg,W
../data/raw/Indian/S\953.jpg,S
../data/raw/Indian/J\886.jpg,J
../data/raw/Indian/M\71.jpg,M
../data/raw/Indian/Y\749.jpg,Y
../data/raw/Indian/L\344.jpg,L
../data/raw/Indian/E\494.jpg,E
../data/raw/Indian/W\310.jpg,W
../data/raw/Indian/O\287.jpg,O
../data/raw/Indian/S\53.jpg,S
../data/raw/Indian/X\826.jpg,X
../data/raw/Indian/T\99.jpg,T
../data/raw/Indian/C\209 copy.jpg,C
../data/raw/Indian/U\193.jpg,U
../data/raw/Indian/A\1033.jpg,A
../data/raw/Indian/G\450.jpg,G
../data/raw/Indian/P\1068.jpg,P
../data/raw/Indian/5\185.jpg,5
../data/raw/Indian/2\615.jpg,2
../data/raw/Indian/5\327.jpg,5
../data/raw/Indian/V\809.jpg,V
../data/raw/Indian/R\902.jpg,R
../data/raw/Indian/X\810.jpg,X
../data/raw/Indian/V\758.jpg,V
../data/raw/Indian/J\98.jpg,J
../data/raw/Indian/W\395.jpg,W
../data/raw/Indian/T\883.jpg,T
../data/raw/Indian/6\875.jpg,6
../data/raw/Indian/7\168.jpg,7
../data/raw/Indian/B\892.jpg,B
../data/raw/Indian/L\280.jpg,L
../data/raw/Indian/N\444.jpg,N
../data/raw/Indian/S\235.jpg,S
../data/raw/Indian/T\934.jpg,T
../data/raw/Indian/V\730.jpg,V
../data/raw/Indian/B\52.jpg,B
../data/raw/Indian/Y\345.jpg,Y
../data/raw/Indian/C\083.jpg,C
../data/raw/Indian/V\294.jpg,V
../data/raw/Indian/C\765.jpg,C
../data/raw/Indian/C\011.jpg,C
../data/raw/Indian/Z\373.jpg,Z
../data/raw/Indian/A\961.jpg,A
../data/raw/Indian/H\162.jpg,H
../data/raw/Indian/O\226 copy.jpg,O
../data/raw/Indian/I\574.jpg,I
../data/raw/Indian/C\417.jpg,C
../data/raw/Indian/4\793.jpg,4
../data/raw/Indian/C\464.jpg,C
../data/raw/Indian/I\308.jpg,I
../data/raw/Indian/E\10.jpg,E
../data/raw/Indian/B\935.jpg,B
../data/raw/Indian/3\1078.jpg,3
../data/raw/Indian/B\943.jpg,B
../data/raw/Indian/9\51.jpg,9
../data/raw/Indian/2\794.jpg,2
../data/raw/Indian/C\401.jpg,C
../data/raw/Indian/6\1144.jpg,6
../data/raw/Indian/X\958.jpg,X
../data/raw/Indian/I\810.jpg,I
../data/raw/Indian/U\863.jpg,U
../data/raw/Indian/8\350.jpg,8
../data/raw/Indian/D\745.jpg,D
../data/raw/Indian/I\958.jpg,I
../data/raw/Indian/T\995.jpg,T
../data/raw/Indian/Z\105.jpg,Z
../data/raw/Indian/2\387.jpg,2
../data/raw/Indian/K\999.jpg,K
../data/raw/Indian/6\335.jpg,6
../data/raw/Indian/G\714.jpg,G
../data/raw/Indian/9\840.jpg,9
../data/raw/Indian/P\875.jpg,P
../data/raw/Indian/2\1034.jpg,2
../data/raw/Indian/U\211.jpg,U
../data/raw/Indian/P\296.jpg,P
../data/raw/Indian/P\662.jpg,P
../data/raw/Indian/5\1007.jpg,5
../data/raw/Indian/5\793.jpg,5
../data/raw/Indian/7\1123.jpg,7
../data/raw/Indian/K\744.jpg,K
../data/raw/Indian/B\980.jpg,B
../data/raw/Indian/F\1007.jpg,F
../data/raw/Indian/N\1177.jpg,N
../data/raw/Indian/8\301.jpg,8
../data/raw/Indian/S\1044.jpg,S
../data/raw/Indian/2\173.jpg,2
../data/raw/Indian/J\202.jpg,J
../data/raw/Indian/J\80.jpg,J
../data/raw/Indian/T\117.jpg,T
../data/raw/Indian/L\1070.jpg,L
../data/raw/Indian/U\766.jpg,U
../data/raw/Indian/J\422.jpg,J
../data/raw/Indian/F\872.jpg,F
../data/raw/Indian/W\737.jpg,W
../data/raw/Indian/S\605.jpg,S
../data/raw/Indian/J\414.jpg,J
../data/raw/Indian/E\915.jpg,E
../data/raw/Indian/Q\1152.jpg,Q
../data/raw/Indian/Z\528.jpg,Z
../data/raw/Indian/8\1095.jpg,8
../data/raw/Indian/4\883.jpg,4
../data/raw/Indian/Y\901.jpg,Y
../data/raw/Indian/K\887.jpg,K
../data/raw/Indian/V\376.jpg,V
../data/raw/Indian/Q\840.jpg,Q
../data/raw/Indian/A\709.jpg,A
../data/raw/Indian/M\358.jpg,M
../data/raw/Indian/2\416.jpg,2
../data/raw/Indian/Z\84.jpg,Z
../data/raw/Indian/N\352.jpg,N
../data/raw/Indian/M\640.jpg,M
../data/raw/Indian/M\983.jpg,M
../data/raw/Indian/W\757.jpg,W
../data/raw/Indian/A\66.jpg,A
../data/raw/Indian/N\42.jpg,N
../data/raw/Indian/F\135.jpg,F
../data/raw/Indian/J\1170.jpg,J
../data/raw/Indian/L\195.jpg,L
../data/raw/Indian/P\229.jpg,P
../data/raw/Indian/T\125.jpg,T
../data/raw/Indian/L\675.jpg,L
../data/raw/Indian/Q\935.jpg,Q
../data/raw/Indian/Q\185.jpg,Q
../data/raw/Indian/H\1179.jpg,H
../data/raw/Indian/M\995.jpg,M
../data/raw/Indian/U\1141.jpg,U
../data/raw/Indian/T\381.jpg,T
../data/raw/Indian/9\451.jpg,9
../data/raw/Indian/7\454.jpg,7
../data/raw/Indian/I\698.jpg,I
../data/raw/Indian/L\869.jpg,L
../data/raw/Indian/2\470.jpg,2
../data/raw/Indian/A\730.jpg,A
../data/raw/Indian/G\1059.jpg,G
../data/raw/Indian/E\513.jpg,E
../data/raw/Indian/2\1077.jpg,2
../data/raw/Indian/Q\1108.jpg,Q
../data/raw/Indian/D\46.jpg,D
../data/raw/Indian/R\694.jpg,R
../data/raw/Indian/A\796.jpg,A
../data/raw/Indian/9\454.jpg,9
../data/raw/Indian/P\83.jpg,P
../data/raw/Indian/K\404.jpg,K
../data/raw/Indian/C\617.jpg,C
../data/raw/Indian/2\145.jpg,2
../data/raw/Indian/V\929.jpg,V
../data/raw/Indian/B\103.jpg,B
../data/raw/Indian/L\1158.jpg,L
../data/raw/Indian/Z\435.jpg,Z
../data/raw/Indian/B\478.jpg,B
../data/raw/Indian/X\475.jpg,X
../data/raw/Indian/T\1078.jpg,T
../data/raw/Indian/7\312.jpg,7
../data/raw/Indian/E\547.jpg,E
../data/raw/Indian/C\488.jpg,C
../data/raw/Indian/S\976.jpg,S
../data/raw/Indian/N\1106.jpg,N
../data/raw/Indian/I\077.jpg,I
../data/raw/Indian/G\784.jpg,G
../data/raw/Indian/T\742.jpg,T
../data/raw/Indian/5\310.jpg,5
../data/raw/Indian/J\727.jpg,J
../data/raw/Indian/O\52.jpg,O
../data/raw/Indian/W\798.jpg,W
../data/raw/Indian/K\211.jpg,K
../data/raw/Indian/P\882.jpg,P
../data/raw/Indian/G\377.jpg,G
../data/raw/Indian/2\633.jpg,2
../data/raw/Indian/S\13.jpg,S
../data/raw/Indian/C\261.jpg,C
../data/raw/Indian/W\1097.jpg,W
../data/raw/Indian/L\694.jpg,L
../data/raw/Indian/J\656.jpg,J
../data/raw/Indian/6\195.jpg,6
../data/raw/Indian/4\687.jpg,4
../data/raw/Indian/C\271.jpg,C
../data/raw/Indian/P\862.jpg,P
../data/raw/Indian/V\968.jpg,V
../data/raw/Indian/3\722.jpg,3
../data/raw/Indian/I\028.jpg,I
../data/raw/Indian/X\362.jpg,X
../data/raw/Indian/Q\919.jpg,Q
../data/raw/Indian/L\964.jpg,L
../data/raw/Indian/M\464.jpg,M
../data/raw/Indian/Q\73.jpg,Q
../data/raw/Indian/F\444.jpg,F
../data/raw/Indian/K\49.jpg,K
../data/raw/Indian/T\1076.jpg,T
../data/raw/Indian/E\1020.jpg,E
../data/raw/Indian/W\269.jpg,W
../data/raw/Indian/1\137.jpg,1
../data/raw/Indian/R\453.jpg,R
../data/raw/Indian/K\454.jpg,K
../data/raw/Indian/7\1000.jpg,7
../data/raw/Indian/D\261.jpg,D
../data/raw/Indian/8\221.jpg,8
../data/raw/Indian/A\720.jpg,A
../data/raw/Indian/G\833.jpg,G
../data/raw/Indian/2\427.jpg,2
../data/raw/Indian/T\1138.jpg,T
../data/raw/Indian/L\899.jpg,L
../data/raw/Indian/B\1074.jpg,B
../data/raw/Indian/D\1018.jpg,D
../data/raw/Indian/V\988.jpg,V
../data/raw/Indian/D\105.jpg,D
../data/raw/Indian/C\735.jpg,C
../data/raw/Indian/Q\9.jpg,Q
../data/raw/Indian/T\398.jpg,T
../data/raw/Indian/Y\186.jpg,Y
../data/raw/Indian/I\1007.jpg,I
../data/raw/Indian/E\737.jpg,E
../data/raw/Indian/A\126.jpg,A
../data/raw/Indian/T\328.jpg,T
../data/raw/Indian/D\672.jpg,D
../data/raw/Indian/A\644.jpg,A
../data/raw/Indian/O\143.jpg,O
../data/raw/Indian/2\1052.jpg,2
../data/raw/Indian/U\870.jpg,U
../data/raw/Indian/2\1049.jpg,2
../data/raw/Indian/E\191.jpg,E
../data/raw/Indian/G\142.jpg,G
../data/raw/Indian/Z\486.jpg,Z
../data/raw/Indian/P\810.jpg,P
../data/raw/Indian/H\318.jpg,H
../data/raw/Indian/R\250.jpg,R
../data/raw/Indian/H\1014.jpg,H
../data/raw/Indian/1\1119.jpg,1
../data/raw/Indian/G\14.jpg,G
../data/raw/Indian/M\29.jpg,M
../data/raw/Indian/H\699.jpg,H
../data/raw/Indian/P\452.jpg,P
../data/raw/Indian/3\671.jpg,3
../data/raw/Indian/Y\106.jpg,Y
../data/raw/Indian/Z\930.jpg,Z
../data/raw/Indian/P\965.jpg,P
../data/raw/Indian/W\675.jpg,W
../data/raw/Indian/8\175.jpg,8
../data/raw/Indian/I\264.jpg,I
../data/raw/Indian/C\619.jpg,C
../data/raw/Indian/K\670.jpg,K
../data/raw/Indian/R\196.jpg,R
../data/raw/Indian/8\168.jpg,8
../data/raw/Indian/L\482.jpg,L
../data/raw/Indian/3\142.jpg,3
../data/raw/Indian/S\672.jpg,S
../data/raw/Indian/1\281.jpg,1
../data/raw/Indian/I\1046.jpg,I
../data/raw/Indian/1\69.jpg,1
../data/raw/Indian/7\662.jpg,7
../data/raw/Indian/E\960.jpg,E
../data/raw/Indian/U\583.jpg,U
../data/raw/Indian/S\710.jpg,S
../data/raw/Indian/G\380.jpg,G
../data/raw/Indian/N\202.jpg,N
../data/raw/Indian/D\62.jpg,D
../data/raw/Indian/S\713.jpg,S
../data/raw/Indian/2\45.jpg,2
../data/raw/Indian/4\75.jpg,4
../data/raw/Indian/R\449.jpg,R
../data/raw/Indian/S\802.jpg,S
../data/raw/Indian/J\870.jpg,J
../data/raw/Indian/V\304.jpg,V
../data/raw/Indian/Q\349.jpg,Q
../data/raw/Indian/O\012.jpg,O
../data/raw/Indian/A\364.jpg,A
../data/raw/Indian/H\886.jpg,H
../data/raw/Indian/S\163.jpg,S
../data/raw/Indian/W\643.jpg,W
../data/raw/Indian/6\59.jpg,6
../data/raw/Indian/Z\395.jpg,Z
../data/raw/Indian/N\707.jpg,N
../data/raw/Indian/3\464.jpg,3
../data/raw/Indian/I\910.jpg,I
../data/raw/Indian/L\1098.jpg,L
../data/raw/Indian/V\1136.jpg,V
../data/raw/Indian/6\229.jpg,6
../data/raw/Indian/X\940.jpg,X
../data/raw/Indian/Y\364.jpg,Y
../data/raw/Indian/T\434.jpg,T
../data/raw/Indian/E\1039.jpg,E
../data/raw/Indian/E\470.jpg,E
../data/raw/Indian/S\644.jpg,S
../data/raw/Indian/C\170.jpg,C
../data/raw/Indian/T\789.jpg,T
